threshold_name,F1_mean,F1_std,PREC_mean,PREC_std,REC_mean,REC_std,ACC_mean,ACC_std,thr_mean,thr_std,n
best_f1,0.5146325582379527,0.012996592758567564,0.5231531395193596,0.011965858582806466,0.3380666603586128,0.1530606349650702,0.5351739130434783,0.034554475285190275,0.403,0.004830458915396487,10
best_youden,0.4779091661293483,0.07045374957425193,0.5199908070163973,0.010412791808222882,0.45606472063206704,0.25920393118605306,0.5086956521739131,0.05305337675915884,0.4023650751801008,0.006882509965450759,10
fixed_050,0.45037098850737634,0.00025600639185223174,0.3603653497164461,0.00025211525643498075,0.0,0.0,0.6003043478260869,0.00021001995284327396,0.5,0.0,10
